date,ID,Item Id,Item Name,ad_spend,units,unit_price,units_return,unit_price_return
2023-04-21,2023-04-21_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-04-22,2023-04-22_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-04-23,2023-04-23_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-04-24,2023-04-24_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,1,241.47666666666663,0,0
2023-04-25,2023-04-25_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-04-26,2023-04-26_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-04-27,2023-04-27_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-04-28,2023-04-28_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-04-29,2023-04-29_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,1,241.47666666666663,0,0
2023-04-30,2023-04-30_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-05-01,2023-05-01_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-05-02,2023-05-02_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-05-03,2023-05-03_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,1,241.47666666666663,0,0
2023-05-04,2023-05-04_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,0,0.0,0,0
2023-05-05,2023-05-05_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",4.76,0,0.0,0,0
2023-05-06,2023-05-06_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",23.99,1,241.47666666666663,0,0
2023-05-07,2023-05-07_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",15.42,2,241.47666666666663,0,0
2023-05-08,2023-05-08_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",127.83,0,0.0,0,0
2023-05-09,2023-05-09_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.93,2,241.47666666666663,0,0
2023-05-10,2023-05-10_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",2.73,2,241.47666666666663,0,0
2023-05-11,2023-05-11_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",87.86,2,227.68,0,0
2023-05-12,2023-05-12_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",121.54,4,241.47666666666663,0,0
2023-05-13,2023-05-13_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",87.17,3,241.47666666666663,0,0
2023-05-14,2023-05-14_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",88.25,1,241.47666666666663,0,0
2023-05-15,2023-05-15_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",46.43,2,241.47666666666663,0,0
2023-05-16,2023-05-16_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",44.96,0,0.0,0,0
2023-05-17,2023-05-17_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",30.6,3,168.635,0,0
2023-05-18,2023-05-18_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",43.55,3,241.47666666666663,0,0
2023-05-19,2023-05-19_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",27.93,0,0.0,0,0
2023-05-20,2023-05-20_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",32.3,0,0.0,0,0
2023-05-21,2023-05-21_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",32.83,1,241.47666666666663,0,0
2023-05-22,2023-05-22_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",17.28,2,241.47666666666663,0,0
2023-05-23,2023-05-23_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",30.63,2,241.47666666666663,0,0
2023-05-24,2023-05-24_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",19.64,0,0.0,0,0
2023-05-25,2023-05-25_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",17.27,0,0.0,0,0
2023-05-26,2023-05-26_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",16.65,0,0.0,0,0
2023-05-27,2023-05-27_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",15.5,2,49.35,0,0
2023-05-28,2023-05-28_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",18.54,3,241.47666666666663,0,0
2023-05-29,2023-05-29_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",3.14,1,241.47666666666663,0,0
2023-05-30,2023-05-30_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",1.28,2,241.47666666666663,0,0
2023-05-31,2023-05-31_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",4.73,1,241.47666666666663,0,0
2023-06-01,2023-06-01_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,6,241.47666666666663,0,0
2023-06-02,2023-06-02_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.7,0,0.0,0,0
2023-06-03,2023-06-03_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",4.9,0,0.0,0,0
2023-06-04,2023-06-04_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",1.05,1,241.47666666666663,0,0
2023-06-05,2023-06-05_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",1.63,0,0.0,0,0
2023-06-06,2023-06-06_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,1,241.47666666666663,0,0
2023-06-07,2023-06-07_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",0.0,1,241.47666666666663,0,0
2023-06-08,2023-06-08_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",30.28,0,0.0,0,0
2023-06-09,2023-06-09_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",7.75,0,0.0,0,0
2023-06-10,2023-06-10_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",5.4,1,241.47666666666663,0,0
2023-06-11,2023-06-11_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",3.6,2,241.47666666666663,0,0
2023-06-12,2023-06-12_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",7.2,1,241.47666666666663,0,0
2023-06-13,2023-06-13_B0BSLTZV4Z,B0BSLTZV4Z,"NapQueen Alpha New Metal Platform Bed Frame/Modular Design/Mattress Foundation with Steel Slats for Support/No Box Spring Required/Easy Assembly, Full",3.78,0,0.0,0,0
